dir,hir,lvr,ccs,mcs,pbcr,dmi,self,single,uria,comdominiom,black,deny
0.246499996,0.244699993,0.795652174,1,1,no,no,no,no,3.200000048,0,no,no
0.218999996,0.168999996,0.581818182,1,1,no,no,no,no,3.900000095,0,no,no
0.312999992,0.213999996,0.942857143,5,2,no,yes,no,no,3.900000095,0,no,yes
0.377000008,0.288999996,0.753012048,1,1,no,no,yes,no,10.60000038,0,no,no
0.121000004,0.074000001,0.767123288,1,1,no,no,yes,yes,1.799999952,1,no,no
0.318999996,0.28,0.754098361,1,1,no,no,no,no,3.200000048,1,no,no
0.357000008,0.278999996,0.697761194,1,2,no,no,no,no,4.300000191,0,no,no
0.377999992,0.213999996,0.76146789,1,1,no,no,yes,yes,3.200000048,1,no,no
0.292999992,0.202999992,0.897727273,1,2,no,no,no,no,4.300000191,0,no,no
0.380999985,0.297000008,0.771812081,1,2,no,no,no,no,4.300000191,1,no,no
0.232999992,0.2,0.68597561,1,1,no,no,no,yes,3.200000048,1,no,no
0.287000008,0.271000004,0.555555556,1,1,no,no,no,yes,2,0,no,no
0.245,0.212999992,0.704225352,1,3,no,no,yes,no,3.200000048,0,no,no
0.295,0.213999996,0.897435897,2,2,no,no,no,no,10.60000038,0,no,no
0.392999992,0.187999992,0.766423358,1,2,no,no,no,no,3.200000048,0,no,no
0.33,0.29,0.649350649,5,2,no,no,no,no,3.099999905,0,no,no
0.297999992,0.258999996,0.178571429,1,2,no,no,no,no,3.200000048,0,no,no
0.402999992,0.344000015,0.798107256,1,1,no,no,no,no,3.200000048,0,no,no
0.385999985,0.301000004,0.862068966,1,2,no,no,no,no,3.200000048,0,no,no
0.382000008,0.222999992,0.95,6,2,no,no,no,yes,3.200000048,0,yes,yes
0.352000008,0.267000008,0.627615063,1,1,no,no,no,no,3.200000048,1,no,no
0.306000004,0.206000004,0.571428571,1,2,no,no,no,yes,3.200000048,0,no,no
0.400099983,0.311299992,0.767045455,1,2,no,no,no,no,2,0,no,no
0.27,0.232000008,0.94488189,1,2,no,no,no,no,3.099999905,0,no,no
0.385,0.23,0.800539084,1,2,no,no,no,yes,3.200000048,1,no,no
0.212000008,0.177000008,0.875486381,1,2,no,no,no,no,3.200000048,0,no,no
0.175,0.11,0.790540541,2,1,no,no,no,no,3.099999905,1,no,no
0.299599991,0.276399994,0.42962963,1,2,no,no,no,yes,4.300000191,1,no,no
0.257999992,0.252000008,0.75,1,1,no,no,no,no,3.900000095,0,no,no
0.266000004,0.261000004,0.411522634,1,1,no,no,no,no,2,0,no,no
0.242999992,0.155,0.58436214,1,1,no,no,no,yes,3.200000048,1,no,no
0.155,0.133000002,0.8,5,1,no,no,no,no,3.200000048,1,no,no
0.3,0.125,0.8,2,1,no,no,no,no,5.300000191,0,no,no
0.399000015,0.312000008,0.574712644,1,3,no,no,no,no,3.900000095,0,no,no
0.247399998,0.227800007,0.797356828,1,2,no,no,no,yes,3.900000095,0,no,no
0.395,0,0.784313725,5,1,no,no,yes,no,1.799999952,1,yes,no
0.36,0.2,0.8,1,2,no,no,no,yes,2,0,no,no
0.43,0.43,0.64231738,1,1,no,no,yes,no,3.099999905,0,no,yes
0.39,0.19,0.8,1,1,no,no,no,no,5.300000191,0,no,no
0.33,0.27,0.75862069,1,2,no,no,no,no,3.200000048,0,no,no
0.35,0.2,0.620689655,1,1,no,no,yes,no,10.60000038,1,no,no
0.33,0.26,0.8,2,2,no,no,no,no,2,0,no,no
0.43,0.32,0.316091954,1,2,no,no,no,no,4.300000191,0,no,no
0.29,0.28,0.625,1,2,no,no,no,yes,3.099999905,0,no,no
0.28,0.24,0.78358209,1,2,no,no,no,no,3.200000048,0,no,no
0.4,0.18,0.604166667,1,2,no,no,no,yes,3.099999905,0,no,no
0.37,0.22,0.786885246,3,2,no,no,no,no,3.900000095,0,no,no
0.33,0.33,0.512820513,3,2,no,no,no,no,3.200000048,0,no,no
0.28,0.24,0.796875,1,1,no,no,no,no,1.799999952,0,no,no
0.36,0.31,0.631067961,1,1,no,no,no,no,10.60000038,0,no,no
0.45,0.18,0.87,1,1,yes,no,yes,yes,8.899999619,0,no,no
0.3,0.13,0.5,1,1,no,no,no,no,3.099999905,0,no,no
0.38,0.21,0.353982301,1,1,no,no,yes,yes,3.900000095,0,no,no
0.29,0.29,0.333333333,1,1,no,no,no,yes,3.099999905,0,no,no
0.33,0.31,0.576923077,1,1,no,no,yes,no,3.900000095,0,no,no
0.21,0.21,0.462962963,1,1,yes,no,no,no,3.200000048,0,no,no
0.31,0.22,0.712328767,1,2,no,no,no,no,1.799999952,1,yes,no
0.19,0.19,0.663366337,1,2,no,no,no,yes,3.200000048,1,yes,no
0.36,0.36,0.611111111,2,2,no,no,no,yes,3.200000048,1,yes,no
0.35,0.28,0.688372093,1,2,no,no,no,no,1.799999952,1,yes,no
0.37,0.28,0.887323944,5,2,no,no,no,yes,3.900000095,0,yes,no
0.34,0.28,0.792307692,2,2,no,no,no,yes,3.200000048,0,no,no
0.33,0.27,0.8,2,2,no,no,no,no,3.200000048,1,no,no
0.31,0.3,0.470238095,1,2,no,no,no,yes,3.200000048,0,no,no
0.345800018,0.345800018,0.565217391,1,1,no,no,no,yes,3.200000048,1,no,no
0.42,0.32,0.940909091,2,2,no,no,yes,no,4.300000191,0,yes,no
0.38,0.28,1,5,2,no,no,no,yes,3.200000048,1,yes,no
0.35,0.26,0.615384615,2,2,no,no,no,yes,3.099999905,1,yes,no
0.33,0.27,0.605769231,3,2,no,no,no,yes,3.200000048,1,no,no
0.24,0.24,0.884615385,3,2,no,no,no,no,3.900000095,1,yes,no
0.280900002,0.239699993,0.876190476,1,2,no,no,no,yes,1.799999952,1,yes,no
0.32,0.32,0.732283465,1,2,no,no,no,yes,2,1,no,no
0.16,0.1,0.72,2,1,no,no,no,no,3.200000048,0,yes,no
0.25,0.13,0.8,1,1,no,no,yes,no,1.799999952,0,yes,no
0.35,0.32,0.8,1,2,no,no,yes,yes,3.200000048,1,no,no
0.38,0.3,0.523529412,1,2,no,no,no,yes,3.200000048,1,yes,no
0.32,0.31,0.80952381,1,2,no,no,no,yes,3.200000048,1,yes,no
0.35,0.23,0.772727273,2,2,no,no,no,yes,3.200000048,0,yes,no
0.27,0.2,0.721461187,1,2,no,no,no,yes,3.200000048,0,yes,no
0.25,0.22,0.904761905,1,2,no,no,no,no,3.900000095,1,yes,no
0.29,0.22,1.013986014,3,2,no,no,no,no,3.099999905,1,yes,no
0.271200008,0.271200008,0.647619048,4,2,no,no,no,yes,3.200000048,1,yes,no
0.32,0.27,0.847619048,1,2,no,no,no,yes,2,1,yes,no
0.31,0.19,0.771428571,2,2,no,no,no,yes,3.200000048,0,yes,no
0.37,0.23,0.819047619,2,2,no,no,no,yes,3.900000095,1,yes,no
0.58,0.58,0.819047619,4,2,no,no,no,yes,3.200000048,1,yes,no
0.33,0.27,0.859813084,2,2,no,no,no,no,3.599999905,1,yes,no
0.16,0.12,0.840625,2,1,no,no,no,yes,3.200000048,0,yes,no
0.38,0.31,0.8,3,2,no,no,no,yes,3.200000048,1,yes,no
0.34,0.31,0.727272727,3,2,no,no,no,no,1.799999952,0,yes,no
0.39,0.26,0.934371508,2,2,no,no,no,no,3.200000048,0,yes,yes
0.45,0.2,0.948453608,1,2,no,no,no,no,3.200000048,0,yes,yes
0.51,0.41,0.941176471,1,2,no,no,no,yes,5.300000191,0,yes,yes
0.43,0.33,0.794392523,6,2,yes,no,no,no,3.200000048,1,yes,yes
0.31,0.27,0.80952381,6,2,no,yes,no,yes,3.200000048,1,yes,yes
0.46,0.33,0.315789474,4,2,no,no,no,yes,1.799999952,0,yes,yes
0.24,0.24,0.97826087,5,2,yes,no,no,yes,10.60000038,0,yes,yes
0.22,0.19,1.95,2,1,no,yes,no,no,3.200000048,1,yes,no
0.22,0.19,0.95,2,1,no,yes,no,no,4.300000191,1,yes,yes
0.18,0.05,0.1875,1,2,no,no,no,yes,2,1,yes,yes
0.66,0.31,0.902564103,2,2,no,no,no,yes,3.200000048,1,no,yes
0.59,0.24,0.941176471,3,2,no,yes,no,no,10.60000038,1,yes,yes
0.35,0.32,0.940594059,3,2,yes,yes,no,yes,3.900000095,1,yes,yes
0.52,0.51,0.949640288,4,2,no,yes,no,yes,3.200000048,0,yes,yes
0.42,0.27,0.878571429,3,2,no,yes,no,no,3.200000048,0,yes,yes
0.41,0.34,0.993873425,3,2,yes,yes,no,no,3.200000048,0,yes,yes
0.49,0.33,0.623762376,1,2,no,yes,no,no,3.200000048,1,yes,yes
0.46,0.36,0.714285714,2,2,no,no,no,no,3.200000048,1,yes,yes
0.25,0.19,0.448,1,2,no,no,no,yes,1.799999952,0,yes,yes
0.39,0.28,0.752688172,5,2,yes,yes,no,yes,2,1,yes,yes
0.41,0.34,0.859375,5,2,no,yes,no,no,2,0,no,yes
0.26,0.26,0.75,4,2,no,no,no,yes,3.200000048,1,yes,yes
0.36,0.25,0.85,5,2,no,no,no,yes,3.200000048,1,yes,yes
0.39,0.34,0.897097625,5,2,no,no,no,yes,3.200000048,0,yes,yes
0.36,0.26,0.857142857,5,2,yes,no,no,yes,3.900000095,1,yes,yes
0.252999992,0.237000008,0.817307692,6,2,yes,yes,no,yes,3.900000095,1,yes,yes
0.83,0.49,0.945578231,5,2,no,no,no,yes,3.900000095,0,yes,yes
0.34,0.23,0.976470588,1,2,no,yes,no,no,2,0,yes,yes
0.26,0.26,0.552147239,1,2,no,no,no,no,3.200000048,0,no,no
0.28,0.23,0.830769231,2,2,no,yes,yes,yes,3.200000048,0,no,yes
0.34,0.28,0.803571429,1,2,no,no,no,yes,5.300000191,0,no,yes
0.37,0.23,0.696721311,1,1,no,no,no,yes,3.200000048,0,no,no
0.23,0.18,0.608391608,2,1,no,no,yes,no,10.60000038,0,no,yes
0.31,0.26,0.818181818,1,2,no,no,no,no,3.200000048,0,no,no
0.36,0.27,0.646017699,1,1,no,no,no,no,3.200000048,0,no,no
0.41,0.4,0.734693878,1,2,no,no,no,no,10.60000038,0,no,no
0.31,0.3,0.798387097,1,2,no,no,no,yes,3.200000048,0,no,no
0.44,0.4,0.67357513,2,1,no,no,no,no,5.300000191,0,no,no
0.37,0.28,0.224719101,2,1,no,no,no,no,1.799999952,0,no,no
0.39,0.31,0.5,1,1,no,no,no,no,3.200000048,0,no,no
0.38,0.28,0.666666667,3,1,no,no,no,no,10.60000038,0,no,no
0.45,0.21,0.307692308,3,1,no,no,no,yes,4.300000191,1,no,no
0.34,0.31,0.636942675,1,2,no,no,no,no,2,0,no,no
0.34,0.22,0.8,3,1,no,no,no,yes,3.099999905,1,no,no
0.36,0.32,0.669966997,1,2,no,no,no,no,3.200000048,0,no,no
0.54,0.47,0.956140351,6,2,yes,no,no,no,3.200000048,0,no,yes
0.35,0.22,0.8,1,1,no,no,no,no,3.200000048,1,no,no
0.33,0.22,0.795348837,5,2,no,no,no,no,3.200000048,0,no,no
0.35,0.3,0.795348837,1,1,no,no,no,no,5.300000191,0,no,no
0.31,0.28,0.652849741,1,3,no,no,no,no,3.900000095,0,no,no
0.25,0.22,0.797546012,3,2,no,no,no,no,3.200000048,0,no,yes
0.37,0.27,0.811594203,6,2,no,yes,no,no,3.900000095,0,no,no
0.27,0.26,0.893939394,1,2,no,no,no,no,10.60000038,0,no,no
0.27,0.2,0.426470588,1,1,no,no,no,no,3.900000095,0,no,no
0.36,0.28,0.793103448,1,2,no,no,no,no,5.300000191,0,no,no
0.21,0.18,0.6,1,1,no,no,no,no,3.200000048,0,no,no
0.3,0.23,0.9,1,2,no,no,no,yes,3.200000048,0,no,no
0.34,0.26,0.878571429,6,2,no,no,no,no,3.200000048,0,no,no
0.29,0.24,0.795,1,2,no,no,yes,no,3.200000048,0,no,no
0.4,0.22,0.944,6,2,no,no,no,yes,3.099999905,0,no,no
0.3,0.23,0.73125,1,2,no,no,no,no,3.200000048,0,no,no
0.26,0.26,0.18852459,1,2,no,no,no,yes,4.300000191,0,no,no
0.28,0.28,0.902857143,1,1,no,no,no,no,3.099999905,0,no,no
0.39,0.23,0.655737705,5,1,no,no,no,no,3.200000048,0,no,no
0.22,0.156999998,0.887417219,1,1,no,no,no,no,3.200000048,1,no,no
0.281000004,0.221000004,0.589285714,1,2,no,no,no,no,3.099999905,0,no,no
0.35,0.302999992,0.883870968,5,2,no,no,no,no,5.300000191,0,no,no
0.362000008,0.276000004,0.947368421,1,1,no,no,no,no,10.60000038,0,no,no
0.344799995,0.2125,0.9,1,1,no,no,no,yes,1.799999952,1,no,no
0.364000015,0.276000004,0.925742574,1,1,no,no,yes,no,3.200000048,0,no,no
0.176000004,0.172999992,0.764444444,1,2,no,no,no,no,3.900000095,0,no,no
0.374000015,0.317199993,0.933333333,1,2,no,no,no,no,1.799999952,0,no,no
0.359000015,0.342000008,0.842105263,2,1,no,no,no,no,3.099999905,0,no,no
0.283999996,0.253999996,0.357512953,1,2,no,no,no,yes,3.200000048,0,no,no
0.336100006,0.3175,0.79245283,1,2,no,no,no,yes,3.900000095,0,no,no
0.255,0.171000004,0.791489362,5,1,yes,no,no,no,3.900000095,0,yes,no
0.311100006,0.300799999,0.9,2,2,no,no,no,yes,3.200000048,0,no,no
0.325999985,0.268999996,0.930232558,1,2,no,no,no,no,2,0,no,no
0.328100014,0.3075,0.797101449,1,2,no,no,no,yes,3.200000048,1,no,no
0.38,0.3,0.738255034,1,1,no,no,no,no,3.900000095,0,no,no
0.322000008,0.312999992,0.8,1,2,no,no,no,no,3.200000048,0,no,no
0.316000004,0.212000008,0.661764706,5,2,no,no,no,no,3.200000048,0,no,yes
0.225,0.221000004,0.966292135,1,2,no,no,no,yes,3.099999905,1,no,no
0.223600006,0.216900005,0.943181818,1,2,no,no,no,yes,2,1,no,no
0.222999992,0.222999992,0.6875,1,2,no,no,no,yes,2,0,no,no
0.168999996,0.11,0.943181818,2,2,no,no,no,yes,3.200000048,1,no,no
0.422000008,0.370999985,0.705202312,2,2,no,no,yes,yes,3.200000048,0,no,no
0.326199989,0.198899994,0.384615385,1,1,no,no,no,no,5.300000191,0,no,no
0.318999996,0.282000008,0.5,1,1,no,no,no,no,3.099999905,0,no,no
0.44,0.32,0.65034965,1,2,no,no,yes,yes,4.300000191,0,no,no
0.382000008,0.266000004,0.8,6,2,no,no,no,no,3.200000048,0,yes,no
0.303999996,0.245,0.879518072,1,2,no,no,no,no,3.200000048,0,no,no
0.34,0.18,0.294117647,2,1,yes,no,yes,yes,10.60000038,0,no,no
0.322000008,0.215,0.787234043,2,2,no,no,no,yes,3.099999905,0,no,no
0.379000015,0.318999996,0.794871795,1,2,no,no,no,no,3.099999905,0,no,no
0.65,0.44,0.571428571,1,1,yes,no,yes,no,3.200000048,0,no,no
0.318999996,0.311599998,0.583333333,6,2,no,no,no,yes,3.200000048,1,no,no
0.4075,0.298999996,0.704347826,1,2,no,no,no,no,3.900000095,0,no,no
0.359199982,0.295,0.873015873,1,2,no,no,no,yes,3.099999905,0,no,no
0.195599995,0.145100002,0.5625,1,1,no,no,no,no,3.200000048,0,no,no
0.296000004,0.27,0.699481865,6,2,no,no,no,yes,3.200000048,0,no,no
0.357000008,0.298999996,0.921568627,1,1,no,no,no,yes,3.099999905,0,no,no
0.362000008,0.217000008,0.947826087,1,2,no,no,no,yes,3.200000048,0,no,no
0.306000004,0.277999992,0.711864407,5,2,no,no,no,yes,3.200000048,1,no,no
0.275,0.256000004,0.9,1,2,no,no,no,yes,3.200000048,0,no,no
0.307399998,0.302299995,0.575384615,1,1,no,no,no,no,3.099999905,0,no,no
0.324000015,0.262999992,0.754385965,1,1,no,no,yes,yes,3.200000048,0,no,no
0.227999992,0.227999992,0.290697674,1,1,no,no,no,no,4.300000191,0,no,no
0.374900017,0.307099991,0.878431373,1,1,no,no,no,no,3.099999905,0,yes,no
0.402999992,0.241000004,0.524444444,1,1,no,no,no,no,3.200000048,0,no,no
0.454000015,0.166000004,0.666666667,2,1,no,no,no,no,10.60000038,0,no,no
0.277999992,0.167000008,0.511627907,1,1,no,no,no,no,3.099999905,0,no,no
0.287299995,0.251399994,0.761904762,1,1,no,no,no,no,3.200000048,0,no,no
0.266000004,0.212000008,0.89,1,2,no,no,no,no,2,0,no,no
0.334000015,0.268999996,0.89047619,1,2,no,no,no,yes,1.799999952,0,no,no
0.173999996,0.17,0.429885057,2,2,no,no,no,yes,3.200000048,0,no,no
0.332999992,0.267999992,0.775,1,2,no,no,no,no,5.300000191,0,no,no
0.332999992,0.33,0.464285714,1,1,no,no,no,no,3.099999905,0,no,no
0.382000008,0.282000008,0.837037037,1,2,no,no,no,no,3.200000048,0,yes,no
0.163999996,0.145,0.324090121,1,1,no,no,no,no,5.300000191,0,no,no
0.241000004,0.236000004,0.697674419,1,2,no,no,no,yes,2,1,no,no
0.297000008,0.285,0.618556701,1,2,no,no,no,yes,1.799999952,0,no,no
0.322999992,0.297000008,0.615384615,1,2,no,no,no,yes,3.200000048,1,no,no
0.29,0.15,0.774193548,2,1,no,no,no,no,1.799999952,0,no,no
0.340999985,0.268999996,0.86875,1,2,no,no,no,no,3.099999905,0,no,no
0.414000015,0.402000008,0.767741935,2,1,no,no,no,yes,3.200000048,0,no,no
0.266000004,0.188999996,0.894409938,2,2,no,no,no,no,3.099999905,0,no,no
0.259400005,0.248600006,0.665116279,4,2,no,no,no,yes,3.900000095,0,no,no
0.489900017,0.265100002,0.632701422,1,1,no,no,yes,no,3.099999905,0,no,no
0.266000004,0.131000004,0.547945205,1,1,no,no,no,no,4.300000191,0,no,no
0.221000004,0.217999992,0.758196721,1,2,no,no,no,no,3.900000095,1,no,no
0.403699989,0.315499992,0.8,1,2,no,no,no,no,3.900000095,0,no,no
0.21,0.21,0.476190476,1,1,no,no,no,no,3.200000048,0,no,no
0.303999996,0.275,0.8,2,2,no,no,no,yes,3.599999905,0,no,no
0.389000015,0.303999996,0.783783784,2,2,no,no,no,yes,3.200000048,0,yes,no
0.375,0.276000004,0.779874214,1,2,no,no,no,no,3.099999905,0,no,no
0.322999992,0.282999992,0.708860759,1,2,no,no,no,yes,1.799999952,1,no,no
0.318999996,0.277999992,0.466666667,2,2,no,no,no,no,10.60000038,0,no,no
0.302000008,0.285,0.774468085,6,1,no,no,no,no,3.200000048,0,no,no
0.361399994,0.337000008,0.82,1,2,no,no,no,yes,2,0,no,no
0.3,0.288999996,0.883870968,1,2,no,no,no,no,2,0,no,no
0.208999996,0.133000002,0.727272727,1,1,no,no,no,no,3.200000048,0,no,no
0.400999985,0.276000004,0.880952381,6,1,yes,no,no,yes,3.200000048,1,yes,no
0.33,0.061999998,0.798611111,6,2,yes,no,no,no,3.200000048,0,no,no
0.303999996,0.287999992,0.666666667,1,1,no,no,no,no,3.200000048,0,no,no
0.146000004,0.131000004,0.768211921,1,2,no,no,no,no,4.300000191,0,no,no
0.37,0.26,0.890410959,1,2,no,no,no,yes,1.799999952,0,no,no
0.24,0.24,0.630434783,1,1,no,no,no,no,3.200000048,0,no,no
0.21,0.15,0.210526316,1,1,no,no,no,no,10.60000038,0,no,no
0.26,0.22,0.797202797,2,2,no,no,no,no,3.900000095,0,no,no
0.38,0.31,0.755555556,2,1,no,no,no,yes,3.200000048,0,yes,no
0.26,0.26,0.784810127,2,2,no,no,no,no,3.200000048,1,no,no
0.18,0.14,0.554347826,3,1,yes,no,yes,no,4.300000191,0,no,no
0.24,0.22,0.568181818,1,2,no,no,no,no,3.099999905,0,no,no
0.28,0.27,0.909090909,4,2,no,no,no,yes,3.900000095,1,no,no
0.25,0.09,0.829545455,1,2,yes,no,no,no,1.799999952,1,no,no
0.45,0.45,0.503703704,1,2,no,no,no,yes,3.599999905,1,no,no
0.3,0.29,0.72,1,2,no,no,no,yes,3.200000048,1,no,no
0.34,0.27,0.842465753,5,2,no,no,no,no,5.300000191,0,no,no
0.3,0.28,0.75,6,2,no,no,no,yes,8.899999619,0,no,no
0.28,0.25,0.736,1,1,no,no,no,yes,3.200000048,0,no,no
0.38,0.27,0.633484163,1,1,no,no,no,no,3.900000095,0,no,no
0.34,0.31,0.8,6,2,no,no,no,no,3.200000048,0,no,yes
0.35,0.28,0.90797546,3,2,no,no,no,no,3.200000048,0,no,no
0.33,0.3,0.8,1,2,no,no,no,yes,3.200000048,0,no,no
0.32,0.31,0.861788618,1,2,no,no,no,yes,1.799999952,0,no,no
0.22,0.2,0.777027027,1,2,no,no,no,yes,3.099999905,0,no,no
0.3,0.23,0.8,5,2,no,no,no,yes,3.900000095,0,no,no
0.26,0.25,0.537037037,1,1,no,no,no,no,3.099999905,0,no,no
0.34,0.29,0.731707317,3,1,no,no,no,yes,3.200000048,1,no,no
0.28,0.25,0.786516854,1,2,no,no,no,yes,3.200000048,0,no,no
0.33,0.31,0.9,2,2,no,no,yes,yes,3.200000048,0,no,no
0.4,0.35,0.9125,1,2,no,no,no,no,2,0,no,no
0.26,0.26,0.851851852,1,2,no,no,no,no,5.300000191,0,no,no
0.2,0.2,0.463709677,1,1,no,no,no,no,3.200000048,0,no,no
0.34,0.28,0.868421053,1,2,no,no,no,yes,3.200000048,0,yes,no
0.33,0.25,0.377358491,5,2,no,no,no,no,3.900000095,0,no,no
0.35,0.25,0.947761194,1,2,no,no,no,no,5.300000191,0,no,no
0.36,0.25,0.947368421,2,2,no,no,no,yes,3.099999905,0,no,no
0.32,0.28,0.573684211,1,2,no,no,no,yes,3.900000095,0,no,no
0.32,0.25,0.49,2,2,no,no,no,no,2,0,no,no
0.22,0.21,0.891304348,1,2,no,no,yes,no,4.300000191,0,no,no
0.28,0.27,0.480851064,2,1,no,no,no,no,10.60000038,0,no,no
0.28,0.26,0.949275362,1,2,no,no,no,no,3.900000095,0,no,no
0.31,0.3,0.743589744,1,2,no,no,no,yes,3.599999905,0,no,no
0.37,0.23,0.785714286,3,1,no,no,no,no,3.099999905,0,no,no
0.32,0.29,0.909836066,5,2,no,no,no,no,3.200000048,0,yes,no
0.39,0.23,0.505434783,1,2,no,no,no,no,3.200000048,0,no,no
0.39,0.25,0.898809524,2,1,no,no,no,no,2,0,no,no
0.18,0.12,0.557939914,1,2,no,no,no,yes,3.099999905,0,no,no
0.38,0.18,0.873134328,1,1,no,yes,no,yes,4.300000191,0,no,yes
0.38,0.33,0.796992481,2,2,no,no,no,yes,3.200000048,0,no,no
0.26,0.26,0.739583333,2,2,no,no,no,yes,4.300000191,0,no,no
0.36,0.31,0.922764228,3,1,yes,no,yes,yes,4.300000191,0,no,no
0.27,0.24,0.22,1,2,no,no,no,yes,10.60000038,0,no,no
0.24,0.24,0.692592593,1,2,no,no,yes,no,3.200000048,0,no,no
0.25,0.17,0.644827586,1,1,no,no,no,no,3.200000048,0,no,no
0.28,0.24,0.796296296,1,2,no,no,no,yes,3.200000048,0,no,no
0.39,0.28,0.476190476,1,2,no,no,no,no,3.200000048,0,no,no
0.38,0.3,0.693333333,2,2,no,no,no,no,2,0,no,no
0.15,0.13,0.214285714,1,2,no,no,no,no,3.200000048,0,no,no
0.23,0.14,0.846153846,1,2,no,no,no,no,3.200000048,0,no,no
0.2,0.19,0.839285714,6,2,no,no,yes,no,3.200000048,1,no,no
0.32,0.26,0.902027027,5,3,no,no,yes,no,3.200000048,1,no,no
0.35,0.2,0.8,3,2,no,no,no,no,2,0,no,no
0.46,0.46,0.771428571,1,2,no,no,no,yes,10.60000038,0,no,no
0.21,0.16,0.892473118,2,2,no,no,no,no,3.200000048,0,no,no
0.31,0.25,0.902702703,1,2,no,no,no,no,3.200000048,0,no,no
0.29,0.26,0.8,1,2,no,no,yes,yes,10.60000038,0,no,no
0.31,0.26,0.904761905,1,2,no,no,no,yes,2,0,yes,no
0.33,0.2,0.8,1,2,no,no,yes,no,8.899999619,0,no,no
0.33,0.2,0.8,1,2,no,no,no,no,3.200000048,0,no,no
0.43,0.27,0.5,1,1,no,no,no,no,3.200000048,0,no,no
0.37,0.32,0.775,2,2,no,no,no,no,3.200000048,0,no,no
0.34,0.31,0.774647887,2,1,no,no,no,yes,2,0,no,no
0.43,0.42,0.888157895,1,2,no,yes,no,yes,3.900000095,0,no,yes
0.36,0.35,0.835526316,1,2,no,no,no,yes,3.900000095,0,no,yes
0.78,0.72,0.9,1,2,no,no,no,no,3.599999905,1,no,yes
0.38,0.17,0.6875,1,1,no,no,no,yes,2,0,no,no
0.37,0.31,0.649305556,1,1,no,no,no,no,3.099999905,0,no,no
0.37,0.31,0.149305556,1,1,no,no,no,no,3.099999905,0,no,no
0.42,0.23,0.654545455,2,1,no,no,no,no,2,0,no,no
0.33,0.25,0.795031056,2,1,no,no,no,no,3.200000048,0,no,no
0.41,0.29,0.852564103,3,2,no,no,no,yes,3.200000048,0,yes,no
0.38,0.32,0.797202797,1,2,no,no,no,no,5.300000191,1,yes,no
0.33,0.33,0.774193548,1,2,no,no,no,yes,2,1,no,no
0.39,0.38,0.8,4,2,no,no,yes,yes,10.60000038,1,no,no
0.27,0.23,0.8,4,2,no,no,no,yes,3.200000048,1,yes,yes
0.63,0.24,0.788888889,5,2,yes,no,no,yes,3.200000048,0,yes,yes
0.43,0.38,0.803782496,5,2,no,no,no,no,8.899999619,1,no,yes
0.33,0.23,0.8,3,2,yes,no,no,yes,3.200000048,1,yes,no
0.38,0.33,0.798449612,2,2,no,no,no,yes,2,1,yes,yes
0.37,0.18,0.805755396,5,2,no,no,no,no,3.900000095,1,yes,yes
0.21,0.13,0.804123711,6,2,yes,no,yes,yes,3.200000048,0,yes,yes
0.21,0.21,0.8,3,2,no,no,no,yes,3.200000048,1,yes,no
0.23,0.18,1,2,2,yes,no,no,no,3.900000095,1,yes,no
0.57,0.36,1.028571429,1,2,no,no,yes,yes,4.300000191,1,no,yes
0.27,0.23,0.8,1,2,no,no,no,yes,3.599999905,1,no,no
0.33,0.23,1,1,2,no,no,no,no,3.900000095,1,no,no
0.47,0.3,0.70155902,1,1,no,no,yes,no,5.300000191,0,no,no
0.32,0.29,0.735981308,1,1,no,no,no,yes,3.200000048,0,no,no
0.29,0.23,0.910067114,6,1,no,no,no,no,3.200000048,0,no,no
0.47,0.15,0.393982808,2,1,no,no,yes,no,3.200000048,0,no,no
0.53,0.3,0.665322581,2,1,no,no,no,no,4.300000191,0,no,no
0.31,0.31,0.803738318,1,2,no,no,no,no,10.60000038,0,no,no
0.39,0.28,0.748427673,2,2,no,no,no,no,3.200000048,0,no,no
0.36,0.26,0.84,4,1,no,no,no,no,3.900000095,0,no,no
0.42,0.21,0.795744681,1,2,no,no,no,yes,3.200000048,0,no,no
0.36,0.27,0.899371069,3,2,no,no,no,no,2,0,no,no
0.35,0.29,0.72972973,1,2,no,no,no,yes,1.799999952,0,no,no
0.26,0.22,0.842342342,5,2,no,no,no,yes,3.200000048,0,no,no
0.22,0.21,0.463157895,2,2,no,no,no,no,3.200000048,1,no,no
0.14,0.14,0.261538462,1,2,no,no,no,no,3.200000048,0,no,no
0.32,0.23,0.797029703,5,2,no,no,no,no,3.099999905,0,no,no
0.28,0.27,0.742990654,4,2,no,no,no,yes,1.799999952,0,no,no
0.37,0.3,0.771428571,2,2,no,no,no,yes,10.60000038,0,yes,no
0.28,0.26,0.748,2,2,no,no,yes,no,3.200000048,0,no,no
0.29,0.25,0.479674797,2,2,no,no,no,yes,4.300000191,0,no,no
0.27,0.25,0.803571429,5,2,no,no,no,no,3.200000048,0,yes,no
0.25,0.24,0.803030303,2,2,no,no,no,yes,3.099999905,0,no,no
0.26,0.18,0.8,2,2,no,no,no,no,3.099999905,0,no,no
0.3,0.29,0.37037037,1,1,no,no,no,no,3.200000048,0,no,no
0.5,0.29,0.79876161,2,1,no,no,no,no,3.599999905,0,no,yes
0.38,0.19,0.788461538,6,2,no,no,no,no,8.899999619,0,no,no
